NVRID,NAMN,SKYDDSTYP,BESLSTATUS,URSBESLDAT,URSGALLDAT,SENGALLDAT,LAN,KOMMUN,IUCNKAT,FORVALTARE,AREA_HA,LAND_HA,VATTEN_HA,SKOG_HA,GEOSTATUS,DIARIENR,LAGRUM,BESLMYND
2000117,Asunden,Naturreservat,Gällande,"""1930-12-31T00:00:00.000Z""","""1930-12-31T00:00:00.000Z""","""1930-12-31T00:00:00.000Z""",Gotlands Län,Gotland,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Gotlands län,7.95,3.43,4.5,0,Justerad mot fastighetskarta,37/24 BD   I 19,Naturvårdslagen,Länsstyrelse
2000623,Hammarberget,Naturreservat,Gällande,"""1993-10-26T00:00:00.000Z""","""1993-12-26T00:00:00.000Z""","""1993-12-26T00:00:00.000Z""",Stockholms Län,Tyresö,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Stockholms län,57.87,37.54,20.36,25.047,Justerad mot fastighetskarta,231-1991-1435,Naturvårdslagen,Länsstyrelse
2000926,Linsellborren,Naturreservat,Gällande,"""2001-11-26T00:00:00.000Z""","""2002-01-05T00:00:00.000Z""","""2002-01-05T00:00:00.000Z""",Jämtlands Län,Härjedalen,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jämtlands län,237.49,80.95,156.56,69.17,Justerad mot fastighetskarta,231-6981-00,Miljöbalken,Länsstyrelse
2001027,Mellersta Hällberget domänreservat,Naturreservat,Gällande,"""1997-01-10T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""",Norrbottens Län,Överkalix,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,20.97,20.97,0,20.934,Slutligt inmätt,2312-11558-96,Naturvårdslagen,Länsstyrelse
2005519,Askholmen,Naturreservat,Gällande,"""2006-09-11T00:00:00.000Z""","""2006-11-02T00:00:00.000Z""","""2006-11-02T00:00:00.000Z""",Södermanlands Län,Eskilstuna,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Södermanlands län,116.17,112.51,3.75,77.929,Slutligt inmätt,511-2096-2004,Miljöbalken,Länsstyrelse
2025329,Yxsjön,Naturreservat,Gällande,"""2014-05-12T00:00:00.000Z""","""2014-06-06T00:00:00.000Z""","""2014-06-06T00:00:00.000Z""",Västra Götalands Län,Härryda,"Ia, Strikt naturreservat (Strict Nature Reserve)",Västkuststiftelsen,153.55,127.28,26.25,123.608,Slutligt inmätt,511-23286-2012,Miljöbalken,Länsstyrelse
2002871,Västerby lövskogar,Naturreservat,Gällande,"""2004-05-17T00:00:00.000Z""","""2004-07-14T00:00:00.000Z""","""2004-07-14T00:00:00.000Z""",Östergötlands Län,Linköping,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Östergötlands län,175.48,122.59,53.03,92.174,Slutligt inmätt,511-03613-03,Miljöbalken,Länsstyrelse
2000207,Järleån,Naturreservat,Gällande,"""1976-03-19T00:00:00.000Z""","""1976-03-19T00:00:00.000Z""","""1976-03-19T00:00:00.000Z""",Örebro Län,Nora,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Örebro län,108.03,92.22,15.72,63.295,Justerad mot fastighetskarta,"11.111-605-71, RrT 120",Naturvårdslagen,Länsstyrelse
2001013,Tervajoki,Naturreservat,Gällande,"""1997-12-05T00:00:00.000Z""","""1997-12-29T00:00:00.000Z""","""1997-12-29T00:00:00.000Z""",Norrbottens Län,Pajala,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,75.82,75.76,0,63.372,Justerad mot fastighetskarta,2312-12226-96,Naturvårdslagen,Länsstyrelse
2002195,Tullgarn,Naturreservat,Gällande,"""1984-12-18T00:00:00.000Z""","""1985-04-17T00:00:00.000Z""","""1985-04-17T00:00:00.000Z""",Stockholms Län,Södertälje,"V, Skyddat landskap/havsområde (Protected Landscape/Seascape)",Länsstyrelsen i Stockholms län,744.07,394.49,349.62,167.703,Justerad mot fastighetskarta,11.1211-398-77   0181-02-003,Naturvårdslagen,Länsstyrelse
2002331,Oxhagsberget,Naturreservat,Gällande,"""1960-04-26T00:00:00.000Z""","""1960-04-26T00:00:00.000Z""","""2006-07-25T00:00:00.000Z""",Jönköpings Län,Vetlanda,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Jönköpings län,3.88,3.89,0,3.883,Slutligt inmätt,511-11425-05,Miljöbalken,Länsstyrelse
2000955,Nämdö,Naturreservat,Gällande,"""2002-03-22T00:00:00.000Z""","""2003-05-08T00:00:00.000Z""","""2003-05-08T00:00:00.000Z""",Stockholms Län,Värmdö,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Skärgårdsstiftelsen i Stockholms län,2277.23,494.1,1783.09,276.864,Slutligt inmätt,18513-2000-48319,Miljöbalken,Länsstyrelse
2005566,Vargkitteln,Naturreservat,Gällande,"""2006-12-08T00:00:00.000Z""","""2007-01-11T00:00:00.000Z""","""2007-01-11T00:00:00.000Z""",Örebro Län,Örebro,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Örebro län,29.47,29.42,0,28.584,Slutligt inmätt,5112-16107-2006,Miljöbalken,Länsstyrelse
2003022,Stormyrhögen,Naturreservat,Gällande,"""2009-05-13T00:00:00.000Z""","""2009-06-10T00:00:00.000Z""","""2009-06-10T00:00:00.000Z""",Jämtlands Län,Strömsund,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Jämtlands län,35.91,35.92,0,35.59,Slutligt inmätt,511-11777-08,Miljöbalken,Länsstyrelse
2042346,Vikskvarn,Naturreservat,Gällande,"""2014-05-15T00:00:00.000Z""","""2015-02-26T00:00:00.000Z""","""2015-02-26T00:00:00.000Z""",Jönköpings Län,Nässjö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,72.12,70.03,2.02,69.486,Ospecificerad,511-5286-2012,Miljöbalken,Länsstyrelse
2000669,Fågelsången,Naturreservat,Gällande,"""1998-02-12T00:00:00.000Z""","""1998-02-12T00:00:00.000Z""","""1998-02-12T00:00:00.000Z""",Västernorrlands Län,Timrå,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Timrå kommun,55.75,51.63,4.13,29.289,Ospecificerad,265-97,Naturvårdslagen,Kommun
2023129,Sigfride,Naturreservat,Gällande,"""2010-09-06T00:00:00.000Z""","""2010-09-30T00:00:00.000Z""","""2010-09-30T00:00:00.000Z""",Gotlands Län,Gotland,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Gotlands län,130.92,130.68,0,82.632,Slutligt inmätt,511-933-09,Miljöbalken,Länsstyrelse
2014724,Stuverydsbäcken,Naturreservat,Gällande,"""2009-04-20T00:00:00.000Z""","""2009-05-22T00:00:00.000Z""","""2009-05-22T00:00:00.000Z""",Jönköpings Län,Eksjö,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Jönköpings län,116.32,116.09,0.21,111.368,Slutligt inmätt,511-19830-06,Miljöbalken,Länsstyrelse
2000915,Helvetesbrännan,Naturreservat,Gällande,"""2000-12-18T00:00:00.000Z""","""2001-02-01T00:00:00.000Z""","""2001-02-01T00:00:00.000Z""",Jämtlands Län,Bräcke,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Jämtlands län,998.76,921.8,76.99,823.215,Justerad mot fastighetskarta,231-3318-00,Miljöbalken,Länsstyrelse
2002481,Gummas,Naturreservat,Gällande,"""1996-09-02T00:00:00.000Z""","""1996-10-01T00:00:00.000Z""","""1996-10-01T00:00:00.000Z""",Dalarnas Län,Älvdalen,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,21.85,21.03,0.8,20.543,Slutligt inmätt,231-2911-96,Naturvårdslagen,Länsstyrelse
2014736,Granbergsbranten,Naturreservat,Gällande,"""2009-12-08T00:00:00.000Z""","""2010-01-01T00:00:00.000Z""","""2010-01-01T00:00:00.000Z""",Norrbottens Län,Boden,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,62.37,62.3,0,61.555,Slutligt inmätt,511-7561-09,Miljöbalken,Länsstyrelse
2002381,Rocknenområdet,Naturreservat,Gällande,"""1977-06-20T00:00:00.000Z""","""1977-07-21T00:00:00.000Z""","""1995-04-28T00:00:00.000Z""",Kronobergs Län,Ljungby,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Kronobergs län,334.37,333.19,1.21,163.093,Slutligt inmätt,231-6253-94 / 511-998-04,Naturvårdslagen,Länsstyrelse
2002282,Länsmansgårdsängen,Naturreservat,Gällande,"""1965-02-10T00:00:00.000Z""","""1965-02-10T00:00:00.000Z""","""2015-04-06T00:00:00.000Z""",Kalmar Län,Hultsfred,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kalmar län,3.98,4.02,0,3.716,Slutligt inmätt,512-3090-2014,Miljöbalken,Länsstyrelse
2000076,Käringahejan,Naturreservat,Gällande,"""1996-12-19T00:00:00.000Z""","""1997-04-28T00:00:00.000Z""","""2008-03-10T00:00:00.000Z""",Blekinge Län,"Karlshamn, Olofström","III, Naturmonument (Natural Monument)",Länsstyrelsen i Blekinge län,139.38,120.64,18.88,116.071,Justerad mot fastighetskarta,231-2732-94,Miljöbalken,Länsstyrelse
2001029,Naakakero,Naturreservat,Gällande,"""1998-06-05T00:00:00.000Z""","""1998-06-26T00:00:00.000Z""","""1998-06-26T00:00:00.000Z""",Norrbottens Län,Pajala,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,346.11,346.11,0,251.226,Slutligt inmätt,231-11560-97,Naturvårdslagen,Länsstyrelse
2001961,Fjärås Bräcka,Naturreservat,Gällande,"""1976-02-19T00:00:00.000Z""","""1976-02-19T00:00:00.000Z""","""2009-01-16T00:00:00.000Z""",Hallands Län,Kungsbacka,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Naturvårdsverket,126.8,122.94,3.85,37.394,Slutligt inmätt,511-4810-06,Miljöbalken,Länsstyrelse
2001890,Rismyran,Naturreservat,Gällande,"""2002-12-17T00:00:00.000Z""","""2003-01-14T00:00:00.000Z""","""2007-02-09T00:00:00.000Z""",Västerbottens Län,Malå,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västerbottens län,289.08,281.43,7.66,179.449,Slutligt inmätt,511-2529-2004,Miljöbalken,Länsstyrelse
2001238,Kaitum fjällurskog,Naturreservat,Gällande,"""2000-04-28T00:00:00.000Z""","""2000-05-19T00:00:00.000Z""","""2000-05-19T00:00:00.000Z""",Norrbottens Län,Gällivare,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Norrbottens län,89954.93,85710.15,4244.43,9833.185,Justerad mot fastighetskarta,231-4713-99,Naturvårdslagen,Länsstyrelse
2001048,Akkelis fjällurskog,Naturreservat,Gällande,"""2000-04-28T00:00:00.000Z""","""2000-05-19T00:00:00.000Z""","""2000-05-19T00:00:00.000Z""",Norrbottens Län,Arjeplog,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Norrbottens län,5580.88,5453.81,127.07,1045.531,Slutligt inmätt,231-4703-99,Naturvårdslagen,Länsstyrelse
2002413,Tylön,Naturreservat,Gällande,"""1927-01-28T00:00:00.000Z""","""1927-01-28T00:00:00.000Z""","""1927-01-28T00:00:00.000Z""",Hallands Län,Halmstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,86.21,14.87,71.43,0,Ospecificerad,"IIIR11-5-65,11.121-1852-71,-.1211-998-77",Naturvårdslagen,Länsstyrelse
2004581,Tomteby,Naturreservat,Gällande,"""2006-04-28T00:00:00.000Z""","""2006-11-02T00:00:00.000Z""","""2006-11-02T00:00:00.000Z""",Kalmar Län,Borgholm,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Kalmar län,146.68,146.77,0,137.527,Slutligt inmätt,511-11551-03,Miljöbalken,Länsstyrelse
2022852,Morkullberget,Naturreservat,Gällande,"""2011-05-23T00:00:00.000Z""","""2011-08-10T00:00:00.000Z""","""2011-08-10T00:00:00.000Z""",Dalarnas Län,Hedemora,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Dalarnas län,6.44,6.43,0,6.074,Slutligt inmätt,511-9853-09,Miljöbalken,Länsstyrelse
2002230,Brännan,Naturreservat,Gällande,"""2002-06-25T00:00:00.000Z""","""2002-06-25T00:00:00.000Z""","""2002-06-25T00:00:00.000Z""",Värmlands Län,Årjäng,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Värmlands län,154.95,146.6,8.31,127.854,Slutligt inmätt,511-8637-00 / 511 / 511-2,Miljöbalken,Länsstyrelse
2001985,Björkekullen,Naturreservat,Gällande,"""1990-12-14T00:00:00.000Z""","""1991-01-05T00:00:00.000Z""","""1991-01-05T00:00:00.000Z""",Hallands Län,Falkenberg,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Hallands län,60.89,40.07,11.89,36.68,Slutligt inmätt,231-345-90,Naturvårdslagen,Länsstyrelse
2001587,Forsbergsbrännan,Naturreservat,Gällande,"""1997-01-27T00:00:00.000Z""","""1997-03-10T00:00:00.000Z""","""1997-03-10T00:00:00.000Z""",Västerbottens Län,Malå,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Västerbottens län,6.29,6.29,0,5.678,Justerad mot fastighetskarta,231-10396/96,Naturvårdslagen,Länsstyrelse
2002391,Jättabergets domänreservat,Naturreservat,Gällande,"""1996-09-23T00:00:00.000Z""","""1996-11-06T00:00:00.000Z""","""2000-02-07T00:00:00.000Z""",Kronobergs Län,Ljungby,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kronobergs län,36.68,36.46,0.15,34.297,Slutligt inmätt,231-4266-99 / 511-3076-06 / 511-3076-06 / 511-3076,Miljöbalken,Länsstyrelse
2002156,Högemon,Naturreservat,Gällande,"""1974-12-09T00:00:00.000Z""","""1974-12-09T00:00:00.000Z""","""2008-01-06T00:00:00.000Z""",Värmlands Län,Karlstad,"III, Naturmonument (Natural Monument)",Länsstyrelsen i Värmlands län,56.39,56.34,0,56.379,Slutligt inmätt,511-6696-07,Miljöbalken,Länsstyrelse
2042767,Oxön,Naturreservat,Gällande,"""2015-02-17T00:00:00.000Z""","""2015-03-19T00:00:00.000Z""","""2015-03-19T00:00:00.000Z""",Stockholms Län,Norrtälje,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Stockholms län,17.75,17.78,0,17.585,Slutligt inmätt,511-24762-2012,Miljöbalken,Länsstyrelse
2000956,Mårsätter,Naturreservat,Gällande,"""2003-09-29T00:00:00.000Z""","""2003-10-27T00:00:00.000Z""","""2003-10-27T00:00:00.000Z""",Örebro Län,Askersund,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Örebro län,134.21,133.16,0.94,130.949,Slutligt inmätt,5112-01564-2002,Miljöbalken,Länsstyrelse
2001229,Tervavuoma,Naturreservat,Gällande,"""2003-05-05T00:00:00.000Z""","""2003-06-27T00:00:00.000Z""","""2003-07-03T00:00:00.000Z""",Norrbottens Län,Pajala,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,5771.03,5571.05,199.96,1872.314,Slutligt inmätt,511-2034-00,Miljöbalken,Länsstyrelse
2002636,Munkö,Naturreservat,Beslutat,"""1957-09-14T00:00:00.000Z""","""1957-10-12T00:00:00.000Z""","""1957-10-12T00:00:00.000Z""",Stockholms Län,Värmdö,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Stockholms län,97.91,58.23,39.69,40.354,Ospecificerad,511-24276-2012,Miljöbalken,Länsstyrelse
2020885,Iskusvaara,Naturreservat,Gällande,"""2010-06-08T00:00:00.000Z""","""2010-07-26T00:00:00.000Z""","""2010-07-26T00:00:00.000Z""",Norrbottens Län,Pajala,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,215.47,215.43,0,191.594,Slutligt inmätt,511-958-10,Miljöbalken,Länsstyrelse
2013502,Horsan,Naturreservat,Gällande,"""2007-12-19T00:00:00.000Z""","""2008-01-18T00:00:00.000Z""","""2008-01-18T00:00:00.000Z""",Gotlands Län,Gotland,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gotlands län,89.29,34.56,54.68,23.35,Slutligt inmätt,511-4583-07,Miljöbalken,Länsstyrelse
2046272,Sundsängen,Naturreservat,Beslutat,"""2016-12-13T00:00:00.000Z""","""2017-01-20T00:00:00.000Z""","""2017-01-20T00:00:00.000Z""",Jönköpings Län,Vetlanda,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Jönköpings län,10.91,10.46,0.45,6.761,Ospecificerad,511-1157-2016,Miljöbalken,Länsstyrelse
2014561,Vålhallberget,Naturreservat,Gällande,"""2009-11-06T00:00:00.000Z""","""2009-12-14T00:00:00.000Z""","""2009-12-14T00:00:00.000Z""",Värmlands Län,Torsby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,187.2,186.62,0.6,180.543,Slutligt inmätt,511-13257-04,Miljöbalken,Länsstyrelse
2004585,Råbockarp,Naturreservat,Gällande,"""2014-09-04T00:00:00.000Z""","""2014-10-03T00:00:00.000Z""","""2015-06-27T00:00:00.000Z""",Skåne Län,Kristianstad,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Skåne län,86.63,86.41,0.07,85.741,Ospecificerad,511-759-2015,Miljöbalken,Länsstyrelse
2002452,Nysätern,Naturreservat,Gällande,"""1996-09-02T00:00:00.000Z""","""1996-10-01T00:00:00.000Z""","""1996-10-01T00:00:00.000Z""",Dalarnas Län,Älvdalen,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Dalarnas län,12.89,12.85,0,10.987,Justerad mot fastighetskarta,231-2889-96,Naturvårdslagen,Länsstyrelse
2041589,Kynnefjäll - Sätret,Naturreservat,Gällande,"""2016-02-10T00:00:00.000Z""","""2016-03-11T00:00:00.000Z""","""2016-03-11T00:00:00.000Z""",Västra Götalands Län,"Munkedal, Tanum","Ia, Strikt naturreservat (Strict Nature Reserve)",Västkuststiftelsen,207.58,191.99,15.57,126.641,Ospecificerad,511-18882-2013,Miljöbalken,Länsstyrelse
2014757,Vuotnaape,Naturreservat,Gällande,"""2010-06-08T00:00:00.000Z""","""2010-07-29T00:00:00.000Z""","""2010-07-29T00:00:00.000Z""",Norrbottens Län,Jokkmokk,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Norrbottens län,528.48,511.14,17.18,104.928,Slutligt inmätt,511-365-10,Miljöbalken,Länsstyrelse
2045370,Gillersberget,Naturreservat,Gällande,"""2016-12-21T00:00:00.000Z""","""2017-01-13T00:00:00.000Z""","""2017-01-13T00:00:00.000Z""",Västernorrlands Län,Härnösand,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,50.13,50.18,0,46.933,Slutligt inmätt,511-823-16,Miljöbalken,Länsstyrelse
2043969,Siesjö östra,Naturreservat,Gällande,"""2015-06-15T00:00:00.000Z""","""2015-07-10T00:00:00.000Z""","""2015-07-10T00:00:00.000Z""",Blekinge Län,Sölvesborg,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Blekinge län,64.57,54.48,11.19,29.006,Ospecificerad,511-3184-09,Miljöbalken,Länsstyrelse
2001019,Ligga,Naturreservat,Gällande,"""1997-01-10T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""","""2011-05-25T00:00:00.000Z""",Norrbottens Län,Jokkmokk,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,703.13,652.24,50.87,404.9,Slutligt inmätt,511-7475-10,Miljöbalken,Länsstyrelse
2001572,Gavelsbjer,Naturreservat,Gällande,"""1956-08-04T00:00:00.000Z""","""1956-08-04T00:00:00.000Z""","""1979-02-13T00:00:00.000Z""",Skåne Län,Vellinge,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Skåne län,3.86,3.88,0,0,Justerad mot fastighetskarta,"11.1211-64-75, 1233-207",Miljöbalken,Länsstyrelse
2041254,Mårdberget,Naturreservat,Gällande,"""2013-11-11T00:00:00.000Z""","""2013-12-10T00:00:00.000Z""","""2013-12-10T00:00:00.000Z""",Västerbottens Län,Bjurholm,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Västerbottens län,11.09,11.09,0,10.984,Slutligt inmätt,511-4788-2011,Miljöbalken,Länsstyrelse
2013918,Kloften,Naturreservat,Gällande,"""2009-05-18T00:00:00.000Z""","""2009-06-22T00:00:00.000Z""","""2009-06-22T00:00:00.000Z""",Värmlands Län,Eda,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,94.73,94.67,0.04,81.11,Slutligt inmätt,511-3237-05,Miljöbalken,Länsstyrelse
2004570,Klefsbergen,Naturreservat,Gällande,"""2006-05-03T00:00:00.000Z""","""2006-06-05T00:00:00.000Z""","""2006-06-05T00:00:00.000Z""",Östergötlands Län,Kinda,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Östergötlands län,11.98,11.59,0.35,11.552,Slutligt inmätt,511-2451-04,Miljöbalken,Länsstyrelse
2002369,Nöttja Urskogs domänreservat,Naturreservat,Gällande,"""1996-09-23T00:00:00.000Z""","""1997-01-08T00:00:00.000Z""","""1997-01-08T00:00:00.000Z""",Kronobergs Län,Ljungby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Kronobergs län,4.75,4.75,0,4.751,Slutligt inmätt,231-3408-96 / 511-3076-06,Naturvårdslagen,Länsstyrelse
2043817,Bröstsockerkläppen,Naturreservat,Gällande,"""2016-06-20T00:00:00.000Z""","""2016-07-11T00:00:00.000Z""","""2016-07-11T00:00:00.000Z""",Norrbottens Län,Boden,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Länsstyrelsen i Norrbottens län,94.16,94.14,0,75.873,Slutligt inmätt,511-9799-11,Miljöbalken,Länsstyrelse
2002135,Örvattnet,Naturreservat,Gällande,"""1998-11-09T00:00:00.000Z""","""1999-03-25T00:00:00.000Z""","""1999-03-25T00:00:00.000Z""",Värmlands Län,Arvika,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,40.55,40.09,0.54,36.168,Slutligt inmätt,231-2792-98 / 511 / 511-2,Naturvårdslagen,Länsstyrelse
2032689,Gårdby sandhed,Naturreservat,Gällande,"""2014-04-10T00:00:00.000Z""","""2014-05-10T00:00:00.000Z""","""2014-05-10T00:00:00.000Z""",Kalmar Län,Mörbylånga,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kalmar län,39.43,39.4,0,2.619,Slutligt inmätt,511-7730-11,Miljöbalken,Länsstyrelse
2013963,Övre Svartsvedåsen,Naturreservat,Gällande,"""2009-02-09T00:00:00.000Z""","""2009-03-12T00:00:00.000Z""","""2009-03-12T00:00:00.000Z""",Gävleborgs Län,Hudiksvall,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Gävleborgs län,30.61,30.65,0,30.483,Slutligt inmätt,511-6205-06,Miljöbalken,Länsstyrelse
2026229,Dalstorps skogar,Naturreservat,Beslutat,"""2016-10-25T00:00:00.000Z""","""2017-01-20T00:00:00.000Z""","""2017-01-20T00:00:00.000Z""",Värmlands Län,Storfors,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,22.47,22.44,0,21.988,Slutligt inmätt,511-442-2012,Miljöbalken,Länsstyrelse
2013309,Horsnäsamossen,Naturreservat,Gällande,"""2008-11-25T00:00:00.000Z""","""2010-03-04T00:00:00.000Z""","""2010-03-04T00:00:00.000Z""",Kronobergs Län,Ljungby,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Länsstyrelsen i Kronobergs län,766.94,766.83,0,339.872,Delvis inmätt,511-7807-06,Miljöbalken,Länsstyrelse
2000265,Bullerdalen,Naturreservat,Gällande,"""2000-04-27T00:00:00.000Z""","""2000-04-27T00:00:00.000Z""","""2000-04-27T00:00:00.000Z""",Örebro Län,Karlskoga,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Karlskoga kommun,31.64,30.73,0.99,27.82,Justerad mot fastighetskarta,1998.119.265,Naturvårdslagen,Kommun
2000581,Capri,Naturreservat,Gällande,"""1978-10-23T00:00:00.000Z""","""1978-11-13T00:00:00.000Z""","""1978-11-13T00:00:00.000Z""",Västra Götalands Län,Strömstad,"0, Områden som ej kan klassificeras enligt IUCN: s system.",Strömstads kommun,11.24,6.26,4.96,0.61,Ospecificerad,11.1211-5529-77 1486-214,Naturvårdslagen,Länsstyrelse
2041012,Branäsberget,Naturreservat,Gällande,"""2014-06-11T00:00:00.000Z""","""2014-10-23T00:00:00.000Z""","""2014-10-23T00:00:00.000Z""",Värmlands Län,Torsby,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Värmlands län,28.65,28.65,0,28.649,Slutligt inmätt,511-7256-2011,Miljöbalken,Länsstyrelse
2002919,Brämön,Naturreservat,Gällande,"""2004-03-24T00:00:00.000Z""","""2004-04-13T00:00:00.000Z""","""2004-04-13T00:00:00.000Z""",Västernorrlands Län,Sundsvall,"Ib, Vildmarksområde (Wilderness Area)",Länsstyrelsen i Västernorrlands län,1548.42,1059.83,488.66,704.998,Ospecificerad,511-4398-02,Miljöbalken,Länsstyrelse
2001018,Kimkatjåkkå,Naturreservat,Gällande,"""1997-01-10T00:00:00.000Z""","""1997-01-31T00:00:00.000Z""","""2014-09-29T00:00:00.000Z""",Norrbottens Län,Arvidsjaur,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Norrbottens län,13.76,12.31,0,11.067,Slutligt inmätt,511-1042-12,,Länsstyrelse
2000674,Gammtratten,Naturreservat,Gällande,"""1998-12-02T00:00:00.000Z""","""1998-12-23T00:00:00.000Z""","""2010-04-23T00:00:00.000Z""",Västernorrlands Län,Örnsköldsvik,"Ia, Strikt naturreservat (Strict Nature Reserve)",Länsstyrelsen i Västernorrlands län,741.52,739.93,1.56,650.613,Slutligt inmätt,511-18420-06,Miljöbalken,Länsstyrelse
2028549,Åsums ängar och Åsumallet,Naturreservat,Gällande,"""2011-10-20T00:00:00.000Z""","""2011-11-25T00:00:00.000Z""","""2011-11-25T00:00:00.000Z""",Skåne Län,Kristianstad,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Kristianstads kommun,448.61,282.05,165.7,47.182,Slutligt inmätt,"511-34604-04, 511-18346-2011",Miljöbalken,Länsstyrelse
2021169,Östra Sannorna,Naturreservat,Gällande,"""2009-04-27T00:00:00.000Z""","""2009-06-05T00:00:00.000Z""","""2009-06-05T00:00:00.000Z""",Västra Götalands Län,Lidköping,"IV, Habitat/Artskyddsområde (Habitat/Species Management Area)",Lidköpings kommun,100.11,98.83,1.15,71.789,Ospecificerad,511-900057-2006,Miljöbalken,Kommun
